Code,Year,"Population, total"
CHN,1981,997721072
CHN,1982,1013588177
CHN,1983,1029064952
CHN,1984,1043849645
CHN,1985,1059807818
CHN,1986,1077233607
CHN,1987,1096217445
CHN,1988,1115244168
CHN,1989,1133991006
CHN,1990,1153582725
CHN,1991,1170788533
CHN,1992,1184574236
CHN,1993,1197308574
CHN,1994,1209003099
CHN,1995,1220133929
CHN,1996,1230944809
CHN,1997,1241139623
CHN,1998,1250847122
CHN,1999,1260176650
CHN,2000,1269581174
CHN,2001,1278725061
CHN,2002,1286866835
CHN,2003,1294517323
CHN,2004,1302100316
CHN,2005,1310027135
CHN,2006,1318054030
CHN,2007,1325813576
CHN,2008,1333821011
CHN,2009,1342522717
CHN,2010,1351561505
CHN,2011,1360250658
CHN,2012,1369520866
CHN,2013,1379008040
CHN,2014,1387951970
CHN,2015,1396134171
CHN,2016,1404052628
CHN,2017,1412354730
CHN,2018,1419008954
CHN,2019,1423520357
CHN,2020,1426106093
CHN,2021,1426437269
CHN,2022,1425179562
CHN,2023,1422584930
CHN,2024,
CHN,2025,
CHN,2026,
CHN,2027,
CHN,2028,
CHN,2029,
CHN,2030,
CHN,2031,
CHN,2032,
CHN,2033,
CHN,2034,
CHN,2035,
CHN,2036,
CHN,2037,
CHN,2038,
CHN,2039,
CHN,2040,
CHN,2041,
CHN,2042,
CHN,2043,
CHN,2044,
CHN,2045,
CHN,2046,
CHN,2047,
CHN,2048,
CHN,2049,
CHN,2050,
CHN,2051,
CHN,2052,
CHN,2053,
CHN,2054,
CHN,2055,
CHN,2056,
CHN,2057,
CHN,2058,
CHN,2059,
CHN,2060,
CHN,2061,
CHN,2062,
CHN,2063,
CHN,2064,
CHN,2065,
CHN,2066,
CHN,2067,
CHN,2068,
CHN,2069,
CHN,2070,
CHN,2071,
CHN,2072,
CHN,2073,
CHN,2074,
CHN,2075,
CHN,2076,
CHN,2077,
CHN,2078,
CHN,2079,
CHN,2080,
CHN,2081,
CHN,2082,
CHN,2083,
CHN,2084,
CHN,2085,
CHN,2086,
CHN,2087,
CHN,2088,
CHN,2089,
CHN,2090,
CHN,2091,
CHN,2092,
CHN,2093,
CHN,2094,
CHN,2095,
CHN,2096,
CHN,2097,
CHN,2098,
CHN,2099,
CHN,2100,
COL,1950,11766991
COL,1951,12078813
COL,1952,12405851
COL,1953,12746037
COL,1954,13100844
COL,1955,13473060
COL,1956,13861805
COL,1957,14270276
COL,1958,14693292
COL,1959,15136219
COL,1960,15606209
COL,1961,16095207
COL,1962,16599031
COL,1963,17113824
COL,1964,17637416
COL,1965,18169053
COL,1966,18702693
COL,1967,19235624
COL,1968,19766802
COL,1969,20291937
COL,1970,20811790
COL,1971,21319099
COL,1972,21819572
COL,1973,22325375
COL,1974,22833475
COL,1975,23344650
COL,1976,23858815
COL,1977,24393499
COL,1978,24950342
COL,1979,25515627
COL,1980,26104503
COL,1981,26713267
COL,1982,27338334
COL,1983,27988176
COL,1984,28642690
COL,1985,29268470
COL,1986,29879114
COL,1987,30499471
COL,1988,31130530
COL,1989,31776280
COL,1990,32440064
COL,1991,33098373
COL,1992,33760571
COL,1993,34441479
COL,1994,35127408
COL,1995,35804670
COL,1996,36462740
COL,1997,37121155
COL,1998,37792169
COL,1999,38454861
COL,2000,39089939
COL,2001,39709263
COL,2002,40324684
COL,2003,40937426
COL,2004,41543177
COL,2005,42128978
COL,2006,42691081
COL,2007,43235374
COL,2008,43758805
COL,2009,44271543
COL,2010,44777325
COL,2011,45259614
COL,2012,45715807
COL,2013,46151583
COL,2014,46565426
COL,2015,46969938
COL,2016,47437513
COL,2017,48131076
COL,2018,49024463
COL,2019,49907987
COL,2020,50629997
COL,2021,51188174
COL,2022,51737944
COL,2023,52321152
COL,2024,
COL,2025,
COL,2026,
COL,2027,
COL,2028,
COL,2029,
COL,2030,
COL,2031,
COL,2032,
COL,2033,
COL,2034,
COL,2035,
COL,2036,
COL,2037,
COL,2038,
COL,2039,
COL,2040,
COL,2041,
COL,2042,
COL,2043,
COL,2044,
COL,2045,
COL,2046,
COL,2047,
COL,2048,
COL,2049,
COL,2050,
COL,2051,
COL,2052,
COL,2053,
COL,2054,
COL,2055,
COL,2056,
COL,2057,
COL,2058,
COL,2059,
COL,2060,
COL,2061,
COL,2062,
COL,2063,
COL,2064,
COL,2065,
COL,2066,
COL,2067,
COL,2068,
COL,2069,
COL,2070,
COL,2071,
COL,2072,
COL,2073,
COL,2074,
COL,2075,
COL,2076,
COL,2077,
COL,2078,
COL,2079,
COL,2080,
COL,2081,
COL,2082,
COL,2083,
COL,2084,
COL,2085,
COL,2086,
COL,2087,
COL,2088,
COL,2089,
COL,2090,
COL,2091,
COL,2092,
COL,2093,
COL,2094,
COL,2095,
COL,2096,
COL,2097,
COL,2098,
COL,2099,
COL,2100,
COM,1950,161951
COM,1951,165543
COM,1952,168983
COM,1953,172609
COM,1954,176152
COM,1955,179597
COM,1956,182966
COM,1957,186578
COM,1958,190577
COM,1959,194298
COM,1960,197710
COM,1961,201210
COM,1962,204712
COM,1963,208199
COM,1964,211651
COM,1965,214981
COM,1966,218670
COM,1967,223869
COM,1968,230258
COM,1969,237008
COM,1970,244196
COM,1971,251878
COM,1972,260085
COM,1973,268827
COM,1974,278084
COM,1975,287702
COM,1976,297547
COM,1977,307588
COM,1978,317695
COM,1979,327805
COM,1980,337728
COM,1981,347393
COM,1982,357150
COM,1983,367241
COM,1984,377644
COM,1985,388357
COM,1986,399328
COM,1987,410445
COM,1988,421697
COM,1989,433110
COM,1990,444601
COM,1991,455563
COM,1992,465118
COM,1993,473681
COM,1994,482148
COM,1995,490594
COM,1996,499113
COM,1997,507779
COM,1998,516606
COM,1999,525894
COM,2000,536084
COM,2001,547221
COM,2002,558927
COM,2003,569808
COM,2004,580711
COM,2005,592679
COM,2006,604752
COM,2007,616935
COM,2008,629314
COM,2009,641949
COM,2010,654846
COM,2011,668064
COM,2012,681637
COM,2013,696203
COM,2014,711512
COM,2015,726685
COM,2016,741745
COM,2017,756672
COM,2018,771597
COM,2019,786582
COM,2020,802172
COM,2021,818178
COM,2022,834191
COM,2023,850390
COM,2024,
COM,2025,
COM,2026,
COM,2027,
COM,2028,
COM,2029,
COM,2030,
COM,2031,
COM,2032,
COM,2033,
COM,2034,
COM,2035,
COM,2036,
COM,2037,
COM,2038,
COM,2039,
COM,2040,
COM,2041,
COM,2042,
COM,2043,
COM,2044,
COM,2045,
COM,2046,
COM,2047,
COM,2048,
COM,2049,
COM,2050,
COM,2051,
COM,2052,
COM,2053,
COM,2054,
COM,2055,
COM,2056,
COM,2057,
COM,2058,
COM,2059,
COM,2060,
COM,2061,
COM,2062,
COM,2063,
COM,2064,
COM,2065,
COM,2066,
COM,2067,
COM,2068,
COM,2069,
COM,2070,
COM,2071,
COM,2072,
COM,2073,
COM,2074,
COM,2075,
COM,2076,
COM,2077,
COM,2078,
COM,2079,
COM,2080,
COM,2081,
COM,2082,
COM,2083,
COM,2084,
COM,2085,
COM,2086,
COM,2087,
COM,2088,
COM,2089,
COM,2090,
COM,2091,
COM,2092,
COM,2093,
COM,2094,
COM,2095,
COM,2096,
COM,2097,
COM,2098,
COM,2099,
COM,2100,
COG,1950,835269
COG,1951,853643
COG,1952,872684
COG,1953,892461
COG,1954,913023
COG,1955,934435
COG,1956,956825
COG,1957,980204
COG,1958,1004629
COG,1959,1030164
COG,1960,1056738
COG,1961,1084392
COG,1962,1113180
COG,1963,1143269
COG,1964,1174823
COG,1965,1207886
COG,1966,1242544
COG,1967,1278697
COG,1968,1316525
COG,1969,1356188
COG,1970,1397640
COG,1971,1441047
COG,1972,1486478
COG,1973,1533685
COG,1974,1582304
COG,1975,1627033
COG,1976,1667233
COG,1977,1707572
COG,1978,1748098
COG,1979,1788523
COG,1980,1828991
COG,1981,1869764
COG,1982,1910429
COG,1983,1950328
COG,1984,1999533
COG,1985,2059317
COG,1986,2120604
COG,1987,2183478
COG,1988,2247653
COG,1989,2313562
COG,1990,2380562
COG,1991,2449235
COG,1992,2519467
COG,1993,2595127
COG,1994,2673147
COG,1995,2749464
COG,1996,2826786
COG,1997,2887862
COG,1998,2952062
COG,1999,3032876
COG,2000,3151349
COG,2001,3272542
COG,2002,3350770
COG,2003,3445758
COG,2004,3565565
COG,2005,3696399
COG,2006,3837411
COG,2007,3980430
COG,2008,4113514
COG,2009,4281218
COG,2010,4462304
COG,2011,4609728
COG,2012,4740457
COG,2013,4857104
COG,2014,4975887
COG,2015,5097583
COG,2016,5222545
COG,2017,5351013
COG,2018,5483128
COG,2019,5616656
COG,2020,5752792
COG,2021,5892187
COG,2022,6035104
COG,2023,6182890
COG,2024,
COG,2025,
COG,2026,
COG,2027,
COG,2028,
COG,2029,
COG,2030,
COG,2031,
COG,2032,
COG,2033,
COG,2034,
COG,2035,
COG,2036,
COG,2037,
COG,2038,
COG,2039,
COG,2040,
COG,2041,
COG,2042,
COG,2043,
COG,2044,
COG,2045,
COG,2046,
COG,2047,
COG,2048,
COG,2049,
COG,2050,
COG,2051,
COG,2052,
COG,2053,
COG,2054,
COG,2055,
COG,2056,
COG,2057,
COG,2058,
COG,2059,
COG,2060,
COG,2061,
COG,2062,
COG,2063,
COG,2064,
COG,2065,
COG,2066,
COG,2067,
COG,2068,
COG,2069,
COG,2070,
COG,2071,
COG,2072,
COG,2073,
COG,2074,
COG,2075,
COG,2076,
COG,2077,
COG,2078,
COG,2079,
COG,2080,
COG,2081,
COG,2082,
COG,2083,
COG,2084,
COG,2085,
COG,2086,
COG,2087,
COG,2088,
COG,2089,
COG,2090,
COG,2091,
COG,2092,
COG,2093,
COG,2094,
COG,2095,
COG,2096,
COG,2097,
COG,2098,
COG,2099,
COG,2100,
COK,1950,14714
COK,1951,15075
COK,1952,15363
COK,1953,15631
COK,1954,15908
COK,1955,16189
COK,1956,16455
COK,1957,16710
COK,1958,16988
COK,1959,17315
COK,1960,17685
COK,1961,18060
COK,1962,18310
COK,1963,18445
COK,1964,18609
COK,1965,18804
COK,1966,19039
COK,1967,19348
COK,1968,19712
COK,1969,20100
COK,1970,20512
COK,1971,20889
COK,1972,20795
COK,1973,20211
COK,1974,19583
COK,1975,18920
COK,1976,18270
COK,1977,17933
COK,1978,17872
COK,1979,17799
COK,1980,17719
COK,1981,17623
COK,1982,17498
COK,1983,17304
COK,1984,17085
COK,1985,16853
COK,1986,16626
COK,1987,16601
COK,1988,16771
COK,1989,16958
COK,1990,17146
COK,1991,17329
COK,1992,17495
COK,1993,17615
COK,1994,17710
COK,1995,17801
COK,1996,17880
COK,1997,17648
COK,1998,17102
COK,1999,16508
COK,2000,15876
COK,2001,15259
COK,2002,14994
COK,2003,15049
COK,2004,15103
COK,2005,15153
COK,2006,15233
COK,2007,15519
COK,2008,16003
COK,2009,16497
COK,2010,17000
COK,2011,17480
COK,2012,17690
COK,2013,17629
COK,2014,17556
COK,2015,17471
COK,2016,17360
COK,2017,17066
COK,2018,16623
COK,2019,16151
COK,2020,15664
COK,2021,15205
COK,2022,14747
COK,2023,14244
COK,2024,
COK,2025,
COK,2026,
COK,2027,
COK,2028,
COK,2029,
COK,2030,
COK,2031,
COK,2032,
COK,2033,
COK,2034,
COK,2035,
COK,2036,
COK,2037,
COK,2038,
COK,2039,
COK,2040,
COK,2041,
COK,2042,
COK,2043,
COK,2044,
COK,2045,
COK,2046,
COK,2047,
COK,2048,
COK,2049,
COK,2050,
COK,2051,
COK,2052,
COK,2053,
COK,2054,
COK,2055,
COK,2056,
COK,2057,
COK,2058,
COK,2059,
COK,2060,
COK,2061,
COK,2062,
COK,2063,
COK,2064,
COK,2065,
COK,2066,
COK,2067,
COK,2068,
COK,2069,
COK,2070,
COK,2071,
COK,2072,
COK,2073,
COK,2074,
COK,2075,
COK,2076,
COK,2077,
COK,2078,
COK,2079,
COK,2080,
COK,2081,
COK,2082,
COK,2083,
COK,2084,
COK,2085,
COK,2086,
COK,2087,
COK,2088,
COK,2089,
COK,2090,
COK,2091,
COK,2092,
COK,2093,
COK,2094,
COK,2095,
COK,2096,
COK,2097,
COK,2098,
COK,2099,
COK,2100,
CRI,1950,926761
CRI,1951,958418
CRI,1952,991800
CRI,1953,1027010
CRI,1954,1064117
CRI,1955,1103056
CRI,1956,1143854
CRI,1957,1186638
CRI,1958,1231561
CRI,1959,1278593
CRI,1960,1327501
CRI,1961,1377918
CRI,1962,1429445
CRI,1963,1481605
CRI,1964,1533966
CRI,1965,1586214
CRI,1966,1638119
CRI,1967,1689534
CRI,1968,1739734
CRI,1969,1789281
CRI,1970,1838946
CRI,1971,1888548
CRI,1972,1938261
CRI,1973,1988348
CRI,1974,2039649
CRI,1975,2092716
CRI,1976,2147772
CRI,1977,2205035
CRI,1978,2264516
CRI,1979,2326490
CRI,1980,2390641
CRI,1981,2456643
CRI,1982,2524811
CRI,1983,2595155
CRI,1984,2667597
CRI,1985,2741903
CRI,1986,2817219
CRI,1987,2892698
CRI,1988,2968102
CRI,1989,3043826
CRI,1990,3121707
CRI,1991,3202182
CRI,1992,3284261
CRI,1993,3367436
CRI,1994,3451122
CRI,1995,3535179
CRI,1996,3619012
CRI,1997,3701713
CRI,1998,3782840
CRI,1999,3862103
CRI,2000,3937737
CRI,2001,4008951
CRI,2002,4075710
CRI,2003,4138791
CRI,2004,4200079
CRI,2005,4261240
CRI,2006,4321337
CRI,2007,4380250
CRI,2008,4440058
CRI,2009,4499788
CRI,2010,4555965
CRI,2011,4609834
CRI,2012,4663930
CRI,2013,4716153
CRI,2014,4767126
CRI,2015,4818045
CRI,2016,4867003
CRI,2017,4913177
CRI,2018,4957813
CRI,2019,4999549
CRI,2020,5034323
CRI,2021,5059991
CRI,2022,5081764
CRI,2023,5105526
CRI,2024,
CRI,2025,
CRI,2026,
CRI,2027,
CRI,2028,
CRI,2029,
CRI,2030,
CRI,2031,
CRI,2032,
CRI,2033,
CRI,2034,
CRI,2035,
CRI,2036,
CRI,2037,
CRI,2038,
CRI,2039,
CRI,2040,
CRI,2041,
CRI,2042,
CRI,2043,
CRI,2044,
CRI,2045,
CRI,2046,
CRI,2047,
CRI,2048,
CRI,2049,
CRI,2050,
CRI,2051,
CRI,2052,
CRI,2053,
CRI,2054,
CRI,2055,
CRI,2056,
CRI,2057,
CRI,2058,
CRI,2059,
CRI,2060,
CRI,2061,
CRI,2062,
CRI,2063,
CRI,2064,
CRI,2065,
CRI,2066,
CRI,2067,
CRI,2068,
CRI,2069,
CRI,2070,
CRI,2071,
CRI,2072,
CRI,2073,
CRI,2074,
CRI,2075,
CRI,2076,
CRI,2077,
CRI,2078,
CRI,2079,
CRI,2080,
CRI,2081,
CRI,2082,
CRI,2083,
CRI,2084,
CRI,2085,
CRI,2086,
CRI,2087,
CRI,2088,
CRI,2089,
CRI,2090,
CRI,2091,
CRI,2092,
CRI,2093,
CRI,2094,
CRI,2095,
CRI,2096,
CRI,2097,
CRI,2098,
CRI,2099,
CRI,2100,
CIV,1950,2735187
CIV,1951,2809368
CIV,1952,2885718
CIV,1953,2965133
CIV,1954,3048539
CIV,1955,3136631
CIV,1956,3230013
CIV,1957,3329283
CIV,1958,3435088
CIV,1959,3548954
CIV,1960,3673672
CIV,1961,3810152
CIV,1962,3956950
CIV,1963,4112070
CIV,1964,4273955
CIV,1965,4442384
CIV,1966,4617522
CIV,1967,4799743
CIV,1968,4990023
CIV,1969,5192227
CIV,1970,5411573
CIV,1971,5650875
CIV,1972,5909721
CIV,1973,6184949
CIV,1974,6474062
CIV,1975,6776303
CIV,1976,7057963
CIV,1977,7321955
CIV,1978,7603134
CIV,1979,7902266
CIV,1980,8220717
CIV,1981,8556600
CIV,1982,8907942
CIV,1983,9272742
CIV,1984,9650523
CIV,1985,10040486
CIV,1986,10440924
CIV,1987,10851481
CIV,1988,11275194
CIV,1989,11719774
CIV,1990,12189780
CIV,1991,12683875
CIV,1992,13200313
CIV,1993,13735955
CIV,1994,14287211
CIV,1995,14855566
CIV,1996,15442322
CIV,1997,16047178
CIV,1998,16663948
CIV,1999,17215937
CIV,2000,17699007
CIV,2001,18178920
CIV,2002,18654772
CIV,2003,19125546
CIV,2004,19594997
CIV,2005,20068468
CIV,2006,20546808
CIV,2007,21030558
CIV,2008,21514446
CIV,2009,21997936
CIV,2010,22488068
CIV,2011,22982003
CIV,2012,23467083
CIV,2013,23939775
CIV,2014,24527393
CIV,2015,25246347
CIV,2016,25989404
CIV,2017,26733376
CIV,2018,27464175
CIV,2019,28193014
CIV,2020,28915452
CIV,2021,29639737
CIV,2022,30395004
CIV,2023,31165653
CIV,2024,
CIV,2025,
CIV,2026,
CIV,2027,
CIV,2028,
CIV,2029,
CIV,2030,
CIV,2031,
CIV,2032,
CIV,2033,
CIV,2034,
CIV,2035,
CIV,2036,
CIV,2037,
CIV,2038,
CIV,2039,
CIV,2040,
CIV,2041,
CIV,2042,
CIV,2043,
CIV,2044,
CIV,2045,
CIV,2046,
CIV,2047,
CIV,2048,
CIV,2049,
CIV,2050,
CIV,2051,
CIV,2052,
CIV,2053,
CIV,2054,
CIV,2055,
CIV,2056,
CIV,2057,
CIV,2058,
CIV,2059,
CIV,2060,
CIV,2061,
CIV,2062,
CIV,2063,
CIV,2064,
CIV,2065,
CIV,2066,
CIV,2067,
CIV,2068,
CIV,2069,
CIV,2070,
CIV,2071,
CIV,2072,
CIV,2073,
CIV,2074,
CIV,2075,
CIV,2076,
CIV,2077,
CIV,2078,
CIV,2079,
CIV,2080,
CIV,2081,
CIV,2082,
CIV,2083,
CIV,2084,
CIV,2085,
CIV,2086,
CIV,2087,
CIV,2088,
CIV,2089,
CIV,2090,
CIV,2091,
CIV,2092,
CIV,2093,
CIV,2094,
CIV,2095,
CIV,2096,
CIV,2097,
CIV,2098,
CIV,2099,
CIV,2100,
HRV,1950,3864992
HRV,1951,3911673
HRV,1952,3957409
HRV,1953,4006128
HRV,1954,4048121
HRV,1955,4080737
HRV,1956,4110129
HRV,1957,4136705
HRV,1958,4160698
HRV,1959,4182085
HRV,1960,4200272
HRV,1961,4223431
HRV,1962,4255020
HRV,1963,4287267
HRV,1964,4317755
HRV,1965,4346708
HRV,1966,4374307
HRV,1967,4400271
HRV,1968,4423830
HRV,1969,4444451
HRV,1970,4462673
HRV,1971,4480165
HRV,1972,4497888
HRV,1973,4515760
HRV,1974,4533946
HRV,1975,4552725
HRV,1976,4571754
HRV,1977,4590620
HRV,1978,4609021
HRV,1979,4626955
HRV,1980,4643900
HRV,1981,4664258
HRV,1982,4689152
HRV,1983,4712882
HRV,1984,4734489
HRV,1985,4754549
HRV,1986,4773054
HRV,1987,4790208
HRV,1988,4806029
HRV,1989,4820729
HRV,1990,4835067
HRV,1991,4825159
HRV,1992,4782235
HRV,1993,4729734
HRV,1994,4675517
HRV,1995,4619362
HRV,1996,4562290
HRV,1997,4504627
HRV,1998,4445669
HRV,1999,4385823
HRV,2000,4326105
HRV,2001,4301079
HRV,2002,4305783
HRV,2003,4306683
HRV,2004,4310050
HRV,2005,4313946
HRV,2006,4315802
HRV,2007,4315959
HRV,2008,4314635
HRV,2009,4310537
HRV,2010,4301150
HRV,2011,4280827
HRV,2012,4259233
HRV,2013,4242403
HRV,2014,4219485
HRV,2015,4183732
HRV,2016,4136438
HRV,2017,4079198
HRV,2018,4024868
HRV,2019,3986338
HRV,2020,3953956
HRV,2021,3924607
HRV,2022,3907031
HRV,2023,3896023
HRV,2024,
HRV,2025,
HRV,2026,
HRV,2027,
HRV,2028,
HRV,2029,
HRV,2030,
HRV,2031,
HRV,2032,
HRV,2033,
HRV,2034,
HRV,2035,
HRV,2036,
HRV,2037,
HRV,2038,
HRV,2039,
HRV,2040,
HRV,2041,
HRV,2042,
HRV,2043,
HRV,2044,
HRV,2045,
HRV,2046,
HRV,2047,
HRV,2048,
HRV,2049,
HRV,2050,
HRV,2051,
HRV,2052,
HRV,2053,
HRV,2054,
HRV,2055,
HRV,2056,
HRV,2057,
HRV,2058,
HRV,2059,
HRV,2060,
HRV,2061,
HRV,2062,
HRV,2063,
HRV,2064,
HRV,2065,
HRV,2066,
HRV,2067,
HRV,2068,
HRV,2069,
HRV,2070,
HRV,2071,
HRV,2072,
HRV,2073,
HRV,2074,
HRV,2075,
HRV,2076,
HRV,2077,
HRV,2078,
HRV,2079,
HRV,2080,
HRV,2081,
HRV,2082,
HRV,2083,
HRV,2084,
HRV,2085,
HRV,2086,
HRV,2087,
HRV,2088,
HRV,2089,
HRV,2090,
HRV,2091,
HRV,2092,
HRV,2093,
HRV,2094,
HRV,2095,
HRV,2096,
HRV,2097,
HRV,2098,
HRV,2099,
HRV,2100,
CUB,1950,5924519
CUB,1951,6042205
CUB,1952,6162183
CUB,1953,6285749
CUB,1954,6412849
CUB,1955,6543104
CUB,1956,6676062
CUB,1957,6811726
CUB,1958,6950291
CUB,1959,7092337
CUB,1960,7238083
CUB,1961,7387120
CUB,1962,7541103
CUB,1963,7701665
CUB,1964,7866016
CUB,1965,8030806
CUB,1966,8193453
CUB,1967,8352627
CUB,1968,8509522
CUB,1969,8666638
CUB,1970,8824389
CUB,1971,8979089
CUB,1972,9123895
CUB,1973,9255332
CUB,1974,9374184
CUB,1975,9479729
CUB,1976,9571240
CUB,1977,9648443
CUB,1978,9711985
CUB,1979,9763358
CUB,1980,9804798
CUB,1981,9849325
CUB,1982,9912681
CUB,1983,9991027
CUB,1984,10073306
CUB,1985,10157229
CUB,1986,10244250
CUB,1987,10335337
CUB,1988,10432590
CUB,1989,10533249
CUB,1990,10631796
CUB,1991,10717640
CUB,1992,10785807
CUB,1993,10841040
CUB,1994,10886022
CUB,1995,10925362
CUB,1996,10962009
CUB,1997,10997933
CUB,1998,11034716
CUB,1999,11072230
CUB,2000,11109112
CUB,2001,11144134
CUB,2002,11177422
CUB,2003,11209379
CUB,2004,11238756
CUB,2005,11262553
CUB,2006,11278550
CUB,2007,11287274
CUB,2008,11291764
CUB,2009,11294719
CUB,2010,11297414
CUB,2011,11301578
CUB,2012,11303172
CUB,2013,11298163
CUB,2014,11285780
CUB,2015,11275069
CUB,2016,11265615
CUB,2017,11247824
CUB,2018,11227116
CUB,2019,11202847
CUB,2020,11176349
CUB,2021,11122169
CUB,2022,11059822
CUB,2023,11019932
CUB,2024,
CUB,2025,
CUB,2026,
CUB,2027,
CUB,2028,
CUB,2029,
CUB,2030,
CUB,2031,
CUB,2032,
CUB,2033,
CUB,2034,
CUB,2035,
CUB,2036,
CUB,2037,
CUB,2038,
CUB,2039,
CUB,2040,
CUB,2041,
CUB,2042,
CUB,2043,
CUB,2044,
CUB,2045,
CUB,2046,
CUB,2047,
CUB,2048,
CUB,2049,
CUB,2050,
CUB,2051,
CUB,2052,
CUB,2053,
CUB,2054,
CUB,2055,
CUB,2056,
CUB,2057,
CUB,2058,
CUB,2059,
CUB,2060,
CUB,2061,
CUB,2062,
CUB,2063,
CUB,2064,
CUB,2065,
CUB,2066,
CUB,2067,
CUB,2068,
CUB,2069,
CUB,2070,
CUB,2071,
CUB,2072,
CUB,2073,
CUB,2074,
CUB,2075,
CUB,2076,
CUB,2077,
CUB,2078,
CUB,2079,
CUB,2080,
CUB,2081,
CUB,2082,
CUB,2083,
CUB,2084,
CUB,2085,
CUB,2086,
CUB,2087,
CUB,2088,
CUB,2089,
CUB,2090,
CUB,2091,
CUB,2092,
CUB,2093,
CUB,2094,
CUB,2095,
CUB,2096,
CUB,2097,
CUB,2098,
CUB,2099,
CUB,2100,
CUW,1950,101781
CUW,1951,104422
CUW,1952,107182
CUW,1953,110061
CUW,1954,113030
CUW,1955,116117
CUW,1956,119319
CUW,1957,122607
CUW,1958,125993
CUW,1959,129454
CUW,1960,132198
CUW,1961,134313
CUW,1962,136469
CUW,1963,138536
CUW,1964,140541
CUW,1965,142471
CUW,1966,144331
CUW,1967,146110
CUW,1968,147813
CUW,1969,149407
CUW,1970,150885
CUW,1971,152199
CUW,1972,153294
CUW,1973,154096
CUW,1974,154689
CUW,1975,155208
CUW,1976,155635
CUW,1977,155980
CUW,1978,156265
CUW,1979,156492
CUW,1980,156665
CUW,1981,156805
CUW,1982,156850
CUW,1983,156837
CUW,1984,156797
CUW,1985,156713
CUW,1986,156598
CUW,1987,156456
CUW,1988,156259
CUW,1989,156031
CUW,1990,155750
CUW,1991,155455
CUW,1992,155101
CUW,1993,154504
CUW,1994,153677
CUW,1995,152705
CUW,1996,151582
CUW,1997,150316
CUW,1998,148874
CUW,1999,147276
CUW,2000,145540
CUW,2001,144758
CUW,2002,145911
CUW,2003,147923
CUW,2004,149805
CUW,2005,151324
CUW,2006,152516
CUW,2007,153672
CUW,2008,154784
CUW,2009,155832
CUW,2010,156881
CUW,2011,158572
CUW,2012,160904
CUW,2013,163122
CUW,2014,165041
CUW,2015,166621
CUW,2016,167787
CUW,2017,168525
CUW,2018,181590
CUW,2019,189555
CUW,2020,185029
CUW,2021,185324
CUW,2022,185350
CUW,2023,185437
CUW,2024,
CUW,2025,
CUW,2026,
CUW,2027,
CUW,2028,
CUW,2029,
CUW,2030,
CUW,2031,
CUW,2032,
CUW,2033,
CUW,2034,
CUW,2035,
CUW,2036,
CUW,2037,
CUW,2038,
CUW,2039,
CUW,2040,
CUW,2041,
CUW,2042,
CUW,2043,
CUW,2044,
CUW,2045,
CUW,2046,
CUW,2047,
CUW,2048,
CUW,2049,
CUW,2050,
CUW,2051,
CUW,2052,
CUW,2053,
CUW,2054,
CUW,2055,
CUW,2056,
CUW,2057,
CUW,2058,
CUW,2059,
CUW,2060,
CUW,2061,
CUW,2062,
CUW,2063,
CUW,2064,
CUW,2065,
CUW,2066,
CUW,2067,
CUW,2068,
CUW,2069,
CUW,2070,
CUW,2071,
CUW,2072,
CUW,2073,
CUW,2074,
CUW,2075,
CUW,2076,
CUW,2077,
CUW,2078,
CUW,2079,
CUW,2080,
CUW,2081,
CUW,2082,
CUW,2083,
CUW,2084,
CUW,2085,
CUW,2086,
CUW,2087,
CUW,2088,
CUW,2089,
CUW,2090,
CUW,2091,
CUW,2092,
CUW,2093,
CUW,2094,
CUW,2095,
CUW,2096,
CUW,2097,
CUW,2098,
CUW,2099,
CUW,2100,
CYP,1950,493883
CYP,1951,501062
CYP,1952,508693
CYP,1953,516733
CYP,1954,525118
CYP,1955,533874
CYP,1956,543081
CYP,1957,552831
CYP,1958,563291
CYP,1959,574569
CYP,1960,586493
CYP,1961,595522
CYP,1962,601471
CYP,1963,607254
CYP,1964,612531
CYP,1965,617743
CYP,1966,623394
CYP,1967,629255
CYP,1968,635164
CYP,1969,641196
CYP,1970,647443
CYP,1971,654058
CYP,1972,661067
CYP,1973,665946
CYP,1974,663265
CYP,1975,659408
CYP,1976,662045
CYP,1977,667104
CYP,1978,672259
CYP,1979,677552
CYP,1980,683082
CYP,1981,688895
CYP,1982,696503
CYP,1983,707224
CYP,1984,719345
CYP,1985,731290
CYP,1986,743116
CYP,1987,754796
CYP,1988,766238
CYP,1989,777429
CYP,1990,788355
CYP,1991,798950
CYP,1992,810344
CYP,1993,826042
CYP,1994,844669
CYP,1995,862698
CYP,1996,880295
CYP,1997,897574
CYP,1998,914552
CYP,1999,931235
CYP,2000,947667
CYP,2001,964129
CYP,2002,981443
CYP,2003,999600
CYP,2004,1017875
CYP,2005,1036156
CYP,2006,1054424
CYP,2007,1072727
CYP,2008,1091029
CYP,2009,1109377
CYP,2010,1127826
CYP,2011,1146493
CYP,2012,1165403
CYP,2013,1183899
CYP,2014,1201806
CYP,2015,1219504
CYP,2016,1237114
CYP,2017,1254274
CYP,2018,1270743
CYP,2019,1286669
CYP,2020,1302250
CYP,2021,1317311
CYP,2022,1331376
CYP,2023,1344981
CYP,2024,
CYP,2025,
CYP,2026,
CYP,2027,
CYP,2028,
CYP,2029,
CYP,2030,
