Code,Year,Life expectancy
KIR,2019,65.8663
KIR,2020,65.2046
KIR,2021,64.1482
KIR,2022,66.2687
KIR,2023,66.4731
OWID_KOS,1950,43.4968
OWID_KOS,1951,42.1512
OWID_KOS,1952,43.9478
OWID_KOS,1953,43.4744
OWID_KOS,1954,46.4965
OWID_KOS,1955,45.7896
OWID_KOS,1956,46.253
OWID_KOS,1957,46.3295
OWID_KOS,1958,48.3212
OWID_KOS,1959,48.1127
OWID_KOS,1960,48.7022
OWID_KOS,1961,49.883
OWID_KOS,1962,48.3782
OWID_KOS,1963,50.0979
OWID_KOS,1964,51.1188
OWID_KOS,1965,52.0028
OWID_KOS,1966,52.4723
OWID_KOS,1967,53.0511
OWID_KOS,1968,53.6065
OWID_KOS,1969,53.3918
OWID_KOS,1970,54.0023
OWID_KOS,1971,55.1283
OWID_KOS,1972,55.122
OWID_KOS,1973,55.9139
OWID_KOS,1974,56.3762
OWID_KOS,1975,57.3109
OWID_KOS,1976,57.5399
OWID_KOS,1977,58.4034
OWID_KOS,1978,58.828
OWID_KOS,1979,59.0949
OWID_KOS,1980,60.2971
OWID_KOS,1981,60.3717
OWID_KOS,1982,60.0744
OWID_KOS,1983,61.0022
OWID_KOS,1984,61.4592
OWID_KOS,1985,61.2163
OWID_KOS,1986,62.5373
OWID_KOS,1987,63.5679
OWID_KOS,1988,64.2142
OWID_KOS,1989,65.2342
OWID_KOS,1990,66.5083
OWID_KOS,1991,66.4562
OWID_KOS,1992,67.3807
OWID_KOS,1993,67.9451
OWID_KOS,1994,68.5949
OWID_KOS,1995,68.7816
OWID_KOS,1996,69.3586
OWID_KOS,1997,69.8621
OWID_KOS,1998,68.5798
OWID_KOS,1999,58.2652
OWID_KOS,2000,71.3212
OWID_KOS,2001,71.7825
OWID_KOS,2002,72.2266
OWID_KOS,2003,72.6781
OWID_KOS,2004,73.1321
OWID_KOS,2005,73.4374
OWID_KOS,2006,73.63
OWID_KOS,2007,74.4216
OWID_KOS,2008,74.7112
OWID_KOS,2009,74.79
OWID_KOS,2010,74.6086
OWID_KOS,2011,75.3234
OWID_KOS,2012,75.7504
OWID_KOS,2013,76.3358
OWID_KOS,2014,76.1788
OWID_KOS,2015,76.0241
OWID_KOS,2016,76.7482
OWID_KOS,2017,77.1052
OWID_KOS,2018,77.1165
OWID_KOS,2019,77.2489
OWID_KOS,2020,74.2118
OWID_KOS,2021,74.9812
OWID_KOS,2022,77.6233
OWID_KOS,2023,78.0326
KWT,1908,26
KWT,1950,49.7371
KWT,1951,50.579
KWT,1952,51.4161
KWT,1953,52.2637
KWT,1954,53.132
KWT,1955,54.03
KWT,1956,54.9435
KWT,1957,55.8932
KWT,1958,56.8782
KWT,1959,57.8925
KWT,1960,58.9212
KWT,1961,59.9525
KWT,1962,60.9776
KWT,1963,61.986
KWT,1964,62.9737
KWT,1965,63.9393
KWT,1966,64.8778
KWT,1967,65.7795
KWT,1968,66.6088
KWT,1969,67.3475
KWT,1970,67.9771
KWT,1971,68.4818
KWT,1972,68.8789
KWT,1973,69.191
KWT,1974,69.4483
KWT,1975,69.6795
KWT,1976,69.9242
KWT,1977,70.172
KWT,1978,70.4552
KWT,1979,70.7754
KWT,1980,71.1321
KWT,1981,71.5222
KWT,1982,71.9475
KWT,1983,72.3942
KWT,1984,72.854
KWT,1985,73.3155
KWT,1986,73.7797
KWT,1987,74.2196
KWT,1988,74.6426
KWT,1989,75.0266
KWT,1990,72.854
KWT,1991,73.31
KWT,1992,75.7351
KWT,1993,75.7718
KWT,1994,75.7279
KWT,1995,75.6648
KWT,1996,75.6015
KWT,1997,75.5648
KWT,1998,75.612
KWT,1999,75.7223
KWT,2000,75.8728
KWT,2001,76.0366
KWT,2002,76.1881
KWT,2003,76.3043
KWT,2004,76.3876
KWT,2005,76.4639
KWT,2006,76.5541
KWT,2007,76.6875
KWT,2008,76.8895
KWT,2009,77.1674
KWT,2010,77.4995
KWT,2011,77.8637
KWT,2012,78.227
KWT,2013,78.5831
KWT,2014,78.927
KWT,2015,79.2194
KWT,2016,79.5162
KWT,2017,79.7314
KWT,2018,79.8994
KWT,2019,80.0223
KWT,2020,78.2483
KWT,2021,77.625
KWT,2022,78.7881
KWT,2023,80.4047
KGZ,1950,52.0598
KGZ,1951,52.3684
KGZ,1952,52.6194
KGZ,1953,52.9196
KGZ,1954,53.2316
KGZ,1955,53.5435
KGZ,1956,53.8604
KGZ,1957,54.1608
KGZ,1958,54.4666
KGZ,1959,54.7751
KGZ,1960,55.0918
KGZ,1961,55.4099
KGZ,1962,55.7299
KGZ,1963,56.0337
KGZ,1964,56.3327
KGZ,1965,56.6421
KGZ,1966,56.9603
KGZ,1967,57.2967
KGZ,1968,57.5981
KGZ,1969,57.9119
KGZ,1970,58.184
KGZ,1971,58.4965
KGZ,1972,58.8282
KGZ,1973,59.1794
KGZ,1974,59.5401
KGZ,1975,59.8237
KGZ,1976,60.0988
KGZ,1977,60.3691
KGZ,1978,60.7068
KGZ,1979,61.0889
KGZ,1980,61.5349
KGZ,1981,61.8498
KGZ,1982,62.2763
KGZ,1983,62.3359
KGZ,1984,62.8544
KGZ,1985,63.6846
KGZ,1986,64.7281
KGZ,1987,65.445
KGZ,1988,65.291
KGZ,1989,65.1749
KGZ,1990,64.8247
KGZ,1991,64.9404
KGZ,1992,64.4265
KGZ,1993,63.6459
KGZ,1994,62.718
KGZ,1995,62.9186
KGZ,1996,63.4469
KGZ,1997,64.1625
KGZ,1998,64.5788
KGZ,1999,64.9161
KGZ,2000,65.2419
KGZ,2001,65.3191
KGZ,2002,65.3418
KGZ,2003,65.4485
KGZ,2004,65.6494
KGZ,2005,65.7894
KGZ,2006,65.7816
KGZ,2007,66.0466
KGZ,2008,66.6158
KGZ,2009,67.1401
KGZ,2010,67.5214
KGZ,2011,67.7481
KGZ,2012,68.1419
KGZ,2013,68.4623
KGZ,2014,68.8293
KGZ,2015,69.3094
KGZ,2016,69.9095
KGZ,2017,70.5031
KGZ,2018,70.6678
KGZ,2019,70.8907
KGZ,2020,69.136
KGZ,2021,69.2904
KGZ,2022,71.487
KGZ,2023,71.677
,1950,39.09
,1951,39.5181
,1952,39.9524
,1953,40.3549
,1954,40.7479
,1955,41.1599
,1956,41.5666
,1957,40.7127
,1958,41.0643
,1959,42.6672
,1960,43.0858
,1961,43.5205
,1962,43.8856
,1963,44.1261
,1964,44.6824
,1965,44.7821
,1966,44.4935
,1967,45.2395
,1968,45.5001
,1969,45.6754
,1970,45.9316
,1971,46.2158
,1972,45.6929
,1973,46.5668
,1974,46.5574
,1975,46.7963
,1976,47.5772
,1977,47.8952
,1978,48.0738
,1979,48.4288
,1980,48.8674
,1981,49.2896
,1982,49.4758
,1983,48.0405
,1984,47.8577
,1985,48.5003
,1986,49.3781
,1987,50.5769
,1988,50.0607
,1989,51.5171
,1990,51.3585
,1991,51.6754
,1992,51.2534
,1993,51.2384
,1994,47.032
,1995,52.1588
,1996,52.3048
,1997,52.5228
,1998,52.0214
,1999,53.3174
,2000,53.9703
,2001,54.4236
,2002,55.0584
,2003,55.7593
,2004,56.4748
,2005,57.0963
,2006,57.8042
,2007,58.5536
,2008,59.3532
,2009,58.7388
,2010,60.7308
,2011,61.4332
,2012,62.0624
,2013,62.5892
,2014,62.5213
,2015,62.8923
,2016,63.2549
,2017,63.5509
,2018,64.6194
,2019,64.7238
,2020,64.5213
,2021,63.8084
,2022,65.0997
,2023,66.5899
LAO,1950,38.9399
LAO,1951,39.1722
LAO,1952,39.4274
LAO,1953,39.7294
LAO,1954,40.0047
LAO,1955,40.3112
LAO,1956,40.5633
LAO,1957,40.8731
LAO,1958,41.1771
LAO,1959,40.7462
LAO,1960,41.0364
LAO,1961,41.3439
LAO,1962,42.2719
LAO,1963,41.5441
LAO,1964,41.8593
LAO,1965,42.2222
LAO,1966,42.347
LAO,1967,42.8692
LAO,1968,43.183
LAO,1969,43.46
LAO,1970,43.7756
LAO,1971,44.1224
LAO,1972,44.4157
LAO,1973,44.7277
LAO,1974,45.8864
LAO,1975,46.1495
LAO,1976,46.0118
LAO,1977,46.4083
LAO,1978,46.8318
LAO,1979,47.4598
LAO,1980,48.5601
LAO,1981,49.2369
LAO,1982,49.9308
LAO,1983,50.4851
LAO,1984,51.0137
LAO,1985,51.5794
LAO,1986,52.1436
LAO,1987,52.5967
LAO,1988,53.0768
LAO,1989,53.5885
LAO,1990,54.035
LAO,1991,54.7
LAO,1992,55.0976
LAO,1993,55.5833
LAO,1994,55.8101
LAO,1995,56.3441
LAO,1996,56.8214
LAO,1997,57.3023
LAO,1998,57.5489
LAO,1999,57.8658
LAO,2000,58.3168
LAO,2001,58.8867
LAO,2002,59.3024
LAO,2003,59.6426
LAO,2004,60.0803
LAO,2005,60.6881
LAO,2006,61.0743
LAO,2007,61.694
LAO,2008,62.2477
LAO,2009,63.023
LAO,2010,63.6895
LAO,2011,64.505
LAO,2012,65.1262
LAO,2013,65.7226
LAO,2014,66.3497
LAO,2015,66.6881
LAO,2016,67.0136
LAO,2017,67.3452
LAO,2018,67.5942
LAO,2019,67.9113
LAO,2020,68.3386
LAO,2021,67.8074
LAO,2022,68.7152
LAO,2023,68.9637
,1950,48.6817
,1951,49.2756
,1952,49.9218
,1953,50.5689
,1954,51.2207
,1955,51.784
,1956,52.3819
,1957,52.9208
,1958,53.5458
,1959,54.1052
,1960,54.6888
,1961,55.2166
,1962,55.6651
,1963,56.0838
,1964,56.5388
,1965,56.9927
,1966,57.5082
,1967,57.9262
,1968,58.2523
,1969,58.5444
,1970,58.5446
,1971,59.4459
,1972,59.8631
,1973,60.3368
,1974,60.748
,1975,61.3038
,1976,61.6011
,1977,62.2275
,1978,62.6362
,1979,62.9687
,1980,63.292
,1981,63.7238
,1982,64.001
,1983,64.6057
,1984,64.9949
,1985,65.2474
,1986,65.8914
,1987,66.2648
,1988,66.6534
,1989,67.0203
,1990,67.3629
,1991,67.7004
,1992,67.9839
,1993,68.3235
,1994,68.7173
,1995,69.1026
,1996,69.4892
,1997,69.8943
,1998,70.0708
,1999,70.4927
,2000,70.8137
,2001,71.1087
,2002,71.5195
,2003,71.8362
,2004,72.1592
,2005,72.5387
,2006,72.8154
,2007,73.029
,2008,73.2517
,2009,73.4495
,2010,73.2202
,2011,73.9444
,2012,74.1841
,2013,74.4085
,2014,74.6009
,2015,74.7937
,2016,74.7119
,2017,74.8745
,2018,75.1048
,2019,75.2559
,2020,73.2712
,2021,71.8294
,2022,74.6608
,2023,75.6915
LVA,1896,44.954
LVA,1924,53.7
LVA,1935,58.084
LVA,1950,64.5724
LVA,1951,65.1838
LVA,1952,65.7055
LVA,1953,66.226
LVA,1954,66.6996
LVA,1955,67.1487
LVA,1956,67.6085
LVA,1957,68.2624
LVA,1958,68.899
LVA,1959,69.5231
LVA,1960,70.3316
LVA,1961,70.5397
LVA,1962,69.8996
LVA,1963,70.3372
LVA,1964,71.532
LVA,1965,71.2237
LVA,1966,71.1798
LVA,1967,70.8669
LVA,1968,70.4815
LVA,1969,70.2172
LVA,1970,70.2372
LVA,1971,70.5737
LVA,1972,70.2649
LVA,1973,70.189
LVA,1974,70.12
LVA,1975,69.2578
LVA,1976,69.3877
LVA,1977,69.4496
LVA,1978,69.3299
LVA,1979,68.824
LVA,1980,69.1171
LVA,1981,69.0787
LVA,1982,69.6274
LVA,1983,69.3968
LVA,1984,69.4338
LVA,1985,69.5955
LVA,1986,70.9628
LVA,1987,71.0125
LVA,1988,70.9144
LVA,1989,70.4035
LVA,1990,69.4572
LVA,1991,69.1819
LVA,1992,68.4514
LVA,1993,66.6288
LVA,1994,65.1828
LVA,1995,65.9954
LVA,1996,68.5859
LVA,1997,69.2247
LVA,1998,68.8508
LVA,1999,69.6483
LVA,2000,70.1755
LVA,2001,69.9058
LVA,2002,70.1755
LVA,2003,70.6361
LVA,2004,70.9395
LVA,2005,70.6324
LVA,2006,70.5501
LVA,2007,70.7894
LVA,2008,71.999
LVA,2009,72.6966
LVA,2010,73.0285
LVA,2011,73.7176
LVA,2012,73.9387
LVA,2013,74.1873
LVA,2014,74.306
LVA,2015,74.6646
LVA,2016,74.7568
LVA,2017,74.8005
LVA,2018,74.9793
LVA,2019,75.6278
LVA,2020,75.4781
LVA,2021,73.1809
LVA,2022,74.8706
LVA,2023,76.1898
,1950,36.4666
,1951,36.9301
,1952,37.4199
,1953,37.857
,1954,38.3468
,1955,38.8143
,1956,39.2183
,1957,39.0942
,1958,39.4531
,1959,40.4919
,1960,40.8467
,1961,41.2508
,1962,41.7039
,1963,41.8871
,1964,42.4836
,1965,42.5723
,1966,42.9529
,1967,43.5614
,1968,43.912
,1969,44.2322
,1970,43.0719
,1971,38.5173
,1972,44.6268
,1973,45.244
,1974,45.2756
,1975,43.8358
,1976,44.4595
,1977,44.9084
,1978,45.2743
,1979,47.2828
,1980,47.7476
,1981,48.0438
,1982,48.2869
,1983,47.4922
,1984,47.4579
,1985,47.8487
,1986,48.6863
,1987,49.4648
,1988,49.4799
,1989,50.3553
,1990,50.4535
,1991,49.9816
,1992,50.5142
,1993,51.2476
,1994,49.2427
,1995,52.347
,1996,52.6442
,1997,53.1132
,1998,53.0145
,1999,53.9727
,2000,54.8503
,2001,55.447
,2002,56.01
,2003,56.6797
,2004,57.2389
,2005,57.848
,2006,58.5627
,2007,59.1806
,2008,59.4121
,2009,59.6763
,2010,60.5691
,2011,60.8832
,2012,61.8294
,2013,62.3627
,2014,62.5237
,2015,62.8843
,2016,63.2916
,2017,63.5833
,2018,64.3312
,2019,64.6371
,2020,64.5925
,2021,64.0039
,2022,65.2353
,2023,66.3514
LBN,1950,59.8999
LBN,1951,60.3297
LBN,1952,60.7644
LBN,1953,61.1769
LBN,1954,61.5877
LBN,1955,61.4519
LBN,1956,62.2365
LBN,1957,62.8133
LBN,1958,61.2251
LBN,1959,63.5767
LBN,1960,63.927
LBN,1961,64.267
LBN,1962,64.595
LBN,1963,64.8787
LBN,1964,65.1027
LBN,1965,65.3168
LBN,1966,65.5038
LBN,1967,65.6772
LBN,1968,65.8019
LBN,1969,65.9177
LBN,1970,66.0178
LBN,1971,66.1197
LBN,1972,66.2005
LBN,1973,66.2976
LBN,1974,66.41
LBN,1975,57.7444
LBN,1976,36.4358
LBN,1977,60.3312
LBN,1978,59.9963
LBN,1979,59.5573
LBN,1980,59.9089
LBN,1981,60.2785
LBN,1982,47.1898
LBN,1983,60.7517
LBN,1984,61.1669
LBN,1985,61.5736
LBN,1986,62.0105
LBN,1987,62.5395
LBN,1988,62.9203
LBN,1989,65.1135
LBN,1990,65.479
LBN,1991,70.8648
LBN,1992,71.1693
LBN,1993,71.5588
LBN,1994,72.0301
LBN,1995,72.3835
LBN,1996,72.6144
LBN,1997,72.9402
LBN,1998,73.2005
LBN,1999,73.5135
LBN,2000,73.8949
LBN,2001,74.3542
LBN,2002,74.8356
LBN,2003,75.2753
LBN,2004,75.6933
LBN,2005,76.0737
LBN,2006,75.6766
LBN,2007,76.7316
LBN,2008,76.9557
LBN,2009,77.2618
LBN,2010,77.5292
LBN,2011,77.7682
LBN,2012,77.941
LBN,2013,78.0365
LBN,2014,78.148
LBN,2015,78.2754
LBN,2016,78.3063
LBN,2017,78.1922
LBN,2018,78.2632
LBN,2019,78.2079
LBN,2020,76.2988
LBN,2021,73.6495
LBN,2022,78.0029
LBN,2023,77.817
LSO,1950,44.6294
LSO,1951,45.2165
LSO,1952,45.9041
LSO,1953,46.5797
LSO,1954,47.3036
LSO,1955,47.959
LSO,1956,48.613
LSO,1957,49.1622
LSO,1958,49.6045
LSO,1959,49.9217
LSO,1960,50.171
LSO,1961,50.2745
LSO,1962,50.3072
LSO,1963,50.2597
LSO,1964,50.3068
LSO,1965,50.3259
LSO,1966,50.3769
LSO,1967,50.5129
LSO,1968,50.7907
LSO,1969,51.1171
LSO,1970,51.5005
LSO,1971,51.845
LSO,1972,52.2561
LSO,1973,52.6196
LSO,1974,52.9412
LSO,1975,53.4544
LSO,1976,53.931
LSO,1977,54.5258
LSO,1978,55.1663
LSO,1979,55.8426
LSO,1980,56.5342
LSO,1981,57.3075
LSO,1982,57.9759
LSO,1983,58.4952
LSO,1984,58.9548
LSO,1985,59.2105
LSO,1986,59.3459
LSO,1987,59.5574
LSO,1988,59.5723
LSO,1989,59.5045
LSO,1990,59.3171
LSO,1991,59.0607
LSO,1992,58.6382
LSO,1993,58.0604
LSO,1994,57.2879
LSO,1995,56.3684
LSO,1996,55.1362
LSO,1997,53.7334
LSO,1998,52.0287
LSO,1999,50.3848
LSO,2000,48.7828
LSO,2001,47.1525
LSO,2002,45.9501
LSO,2003,44.9214
LSO,2004,44.0388
LSO,2005,43.6115
LSO,2006,43.182
LSO,2007,43.6601
LSO,2008,44.304
LSO,2009,45.0552
LSO,2010,46.0447
LSO,2011,46.9302
LSO,2012,48.2353
LSO,2013,49.5475
LSO,2014,50.7865
LSO,2015,51.8298
LSO,2016,52.9078
LSO,2017,53.8737
LSO,2018,54.6377
LSO,2019,55.2493
LSO,2020,55.1325
LSO,2021,54.2091
LSO,2022,56.8119
LSO,2023,57.3749
,1950,41.1491
,1951,42.0572
,1952,43.1886
,1953,43.8392
,1954,44.7105
,1955,45.2869
,1956,45.8185
,1957,46.2609
,1958,46.7053
,1959,44.2722
,1960,42.1781
,1961,44.9808
,1962,48.5538
,1963,49.2051
,1964,49.8027
,1965,49.5869
,1966,50.3115
,1967,50.9201
,1968,51.7101
,1969,52.2537
,1970,52.5467
,1971,52.1936
,1972,53.662
,1973,54.2595
,1974,54.6658
,1975,54.9294
,1976,55.2972
,1977,55.9466
,1978,56.4012
,1979,57.1663
,1980,57.6225
,1981,58.0922
,1982,58.5456
,1983,58.8065
,1984,59.2088
,1985,59.6265
,1986,60.1441
,1987,60.6375
,1988,60.8879
,1989,61.3722
,1990,61.6082
,1991,61.7652
,1992,62.0997
,1993,62.4609
,1994,62.3192
,1995,63.0263
,1996,63.3065
,1997,63.6186
,1998,63.8221
,1999,64.2368
,2000,64.6673
,2001,65.0137
,2002,65.3951
,2003,65.7786
,2004,66.0554
,2005,66.512
,2006,66.9309
,2007,67.3427
,2008,67.6149
,2009,67.9723
,2010,68.4316
,2011,68.7194
,2012,69.1821
,2013,69.5086
,2014,69.7767
,2015,70.0346
,2016,70.2966
,2017,70.5022
,2018,70.879
,2019,71.1054
,2020,70.5423
,2021,69.3931
,2022,71.3377
,2023,71.7284
,1950,40.0915
,1951,41.0435
,1952,42.2727
,1953,42.928
,1954,43.806
,1955,44.4484
,1956,44.9965
,1957,45.3696
,1958,45.8574
,1959,46.5493
,1960,46.9864
,1961,47.4081
,1962,47.8647
,1963,48.2654
,1964,48.7192
,1965,48.0751
,1966,48.8326
,1967,49.4281
,1968,50.1932
,1969,50.6124
,1970,50.667
,1971,49.8471
,1972,51.6188
,1973,52.1604
,1974,52.5321
,1975,52.75
,1976,53.2645
,1977,53.8253
,1978,54.2895
,1979,55.1494
,1980,55.5879
,1981,56.0279
,1982,56.4313
,1983,56.6771
,1984,57.0601
,1985,57.4573
,1986,57.969
,1987,58.433
,1988,58.654
,1989,59.1616
,1990,59.377
,1991,59.524
,1992,59.8736
,1993,60.2489
,1994,59.9808
,1995,60.7835
,1996,61.0383
,1997,61.3522
,1998,61.5374
,1999,61.9893
,2000,62.4501
,2001,62.8094
,2002,63.2127
,2003,63.6178
,2004,63.8836
,2005,64.3715
,2006,64.8123
,2007,65.2258
,2008,65.5602
,2009,65.8846
,2010,66.3703
,2011,66.6945
,2012,67.1676
,2013,67.5284
,2014,67.8017
,2015,68.0842
,2016,68.3494
,2017,68.6246
,2018,68.9979
,2019,69.2447
,2020,68.4711
,2021,66.9876
,2022,69.6004
,2023,70.2206
,1950,41.8909
,1951,42.8543
,1952,44.0682
,1953,44.7413
,1954,45.6638
,1955,46.2517
,1956,46.8038
,1957,47.3328
,1958,47.7951
,1959,44.8364
,1960,42.4005
,1961,45.575
,1962,49.6444
,1963,50.3449
,1964,50.9281
,1965,50.6586
,1966,51.4451
,1967,52.0643
,1968,52.9306
,1969,53.5174
,1970,54.0682
,1971,54.5628
,1972,55.1239
,1973,55.7358
,1974,56.2378
,1975,56.8339
,1976,57.1751
,1977,57.8871
,1978,58.3778
,1979,58.9383
,1980,59.4056
,1981,59.9057
,1982,60.3896
,1983,60.885
,1984,61.3735
,1985,61.7998
,1986,62.2429
,1987,62.6581
,1988,62.9789
,1989,63.3676
,1990,63.6336
,1991,63.9562
,1992,64.2659
,1993,64.5677
,1994,64.8122
,1995,65.0802
,1996,65.3809
,1997,65.6807
,1998,65.9675
,1999,66.2726
,2000,66.6224
,2001,66.9207
,2002,67.2694
,2003,67.6027
,2004,67.8236
,2005,68.2492
,2006,68.6088
,2007,68.9756
,2008,69.2564
,2009,69.6343
,2010,69.9988
,2011,70.3072
,2012,70.6423
,2013,70.9283
,2014,71.2386
,2015,71.4909
,2016,71.737
,2017,71.9496
,2018,72.244
,2019,72.4748
,2020,71.817
,2021,70.6093
,2022,72.7172
,2023,72.9367
LBR,1950,37.9657
LBR,1951,38.0238
LBR,1952,38.0518
LBR,1953,38.0767
LBR,1954,38.0968
LBR,1955,38.1094
LBR,1956,38.0957
LBR,1957,38.0784
LBR,1958,38.0543
LBR,1959,38.0562
LBR,1960,38.073
LBR,1961,38.1039
LBR,1962,38.1673
LBR,1963,38.3091
LBR,1964,38.4511
LBR,1965,38.693
LBR,1966,38.9545
LBR,1967,39.2622
LBR,1968,39.5884
LBR,1969,39.9911
LBR,1970,40.3594
LBR,1971,40.7203
LBR,1972,41.1988
LBR,1973,41.6186
LBR,1974,42.0626
LBR,1975,42.4627
LBR,1976,42.8508
LBR,1977,43.2204
LBR,1978,43.5666
LBR,1979,43.8898
LBR,1980,44.0877
LBR,1981,44.3441
LBR,1982,44.4467
LBR,1983,44.5762
LBR,1984,44.6832
LBR,1985,44.0256
LBR,1986,44.4939
LBR,1987,44.2673
LBR,1988,44.0652
LBR,1989,43.8633
LBR,1990,37.6435
LBR,1991,43.5745
LBR,1992,43.5661
LBR,1993,43.0215
LBR,1994,42.6212
LBR,1995,44.5732
LBR,1996,44.9454
LBR,1997,48.3022
LBR,1998,49.3671
LBR,1999,50.4116
LBR,2000,51.8517
LBR,2001,53.1095
LBR,2002,54.0612
LBR,2003,53.045
LBR,2004,55.9489
LBR,2005,56.7648
LBR,2006,57.4946
LBR,2007,58.1469
LBR,2008,58.6751
LBR,2009,59.1064
LBR,2010,59.3577
LBR,2011,59.4862
LBR,2012,59.7855
LBR,2013,59.9925
LBR,2014,59.2101
LBR,2015,59.2481
LBR,2016,60.4834
LBR,2017,60.7767
LBR,2018,60.9995
LBR,2019,61.2324
LBR,2020,61.2672
LBR,2021,61.1658
LBR,2022,61.9342
LBR,2023,62.1625
LBY,1950,33.1116
LBY,1951,33.4718
LBY,1952,33.8006
LBY,1953,34.1825
LBY,1954,34.6546
LBY,1955,35.249
LBY,1956,36.003
LBY,1957,36.8759
LBY,1958,37.9905
LBY,1959,39.2657
LBY,1960,40.7522
LBY,1961,42.3619
LBY,1962,44.0755
LBY,1963,45.5845
LBY,1964,47.6522
LBY,1965,49.2776
LBY,1966,50.9458
LBY,1967,52.4615
LBY,1968,53.849
LBY,1969,55.173
LBY,1970,56.3791
LBY,1971,57.5826
LBY,1972,58.6855
LBY,1973,59.7104
LBY,1974,60.7093
LBY,1975,61.6207
LBY,1976,62.4481
LBY,1977,63.1294
LBY,1978,63.796
LBY,1979,64.3275
LBY,1980,64.7975
LBY,1981,65.2549
LBY,1982,65.7679
LBY,1983,66.2605
LBY,1984,66.7477
LBY,1985,67.2854
LBY,1986,67.8057
LBY,1987,68.2579
LBY,1988,68.6083
LBY,1989,68.9786
LBY,1990,69.3118
LBY,1991,69.6353
LBY,1992,69.9735
LBY,1993,70.2474
LBY,1994,70.4725
LBY,1995,70.6415
LBY,1996,70.7358
LBY,1997,70.7197
LBY,1998,70.6567
LBY,1999,70.6007
LBY,2000,70.5421
LBY,2001,70.6533
LBY,2002,70.7883
LBY,2003,70.996
LBY,2004,71.2096
LBY,2005,71.4386
LBY,2006,71.6324
LBY,2007,71.7876
LBY,2008,71.9361
LBY,2009,72.0706
LBY,2010,72.1963
LBY,2011,69.9496
LBY,2012,72.1882
LBY,2013,72.3387
LBY,2014,71.2996
LBY,2015,71.644
LBY,2016,71.7987
LBY,2017,72.721
LBY,2018,73.1508
LBY,2019,72.9412
LBY,2020,72.3882
LBY,2021,72.0617
LBY,2022,74.4615
LBY,2023,69.3389
LIE,1950,65.3378
LIE,1951,65.8488
LIE,1952,66.2266
LIE,1953,66.887
LIE,1954,67.5483
LIE,1955,68.3079
LIE,1956,68.8896
LIE,1957,69.5825
LIE,1958,70.1143
LIE,1959,70.6007
LIE,1960,70.8957
LIE,1961,70.9701
LIE,1962,70.8757
LIE,1963,70.9323
LIE,1964,71.0747
LIE,1965,71.2406
LIE,1966,71.6387
LIE,1967,72.0218
LIE,1968,72.3471
LIE,1969,72.5542
LIE,1970,72.82
LIE,1971,73.0312
LIE,1972,73.3725
LIE,1973,73.6525
LIE,1974,74.0246
LIE,1975,74.3304
LIE,1976,74.5722
LIE,1977,74.7716
LIE,1978,74.7133
LIE,1979,74.7396
LIE,1980,74.7834
LIE,1981,74.9478
LIE,1982,75.0603
LIE,1983,75.7126
LIE,1984,76.1879
LIE,1985,76.7347
LIE,1986,77.2302
LIE,1987,77.753
LIE,1988,77.9933
LIE,1989,78.2839
LIE,1990,78.5098
LIE,1991,78.6597
LIE,1992,78.654
LIE,1993,78.4518
LIE,1994,78.1798
LIE,1995,77.9183
LIE,1996,77.6657
LIE,1997,77.596
LIE,1998,77.8058
LIE,1999,78.1507
LIE,2000,78.5757
LIE,2001,79.1936
LIE,2002,79.7588
LIE,2003,80.2377
LIE,2004,80.7331
LIE,2005,81.1169
LIE,2006,81.4029
LIE,2007,81.6389
LIE,2008,81.8552
LIE,2009,81.9374
LIE,2010,82.0538
LIE,2011,82.1571
LIE,2012,82.2544
LIE,2013,82.3739
LIE,2014,82.5465
LIE,2015,82.7618
LIE,2016,82.8949
LIE,2017,83.111
LIE,2018,83.269
LIE,2019,83.4047
LIE,2020,82.037
LIE,2021,82.7877
LIE,2022,83.4054
LIE,2023,83.6298
LTU,1900,41.7
LTU,1925,50.5
LTU,1950,66.0682
LTU,1951,66.1478
LTU,1952,66.231
LTU,1953,66.3405
LTU,1954,66.4642
LTU,1955,66.6379
LTU,1956,66.8469
LTU,1957,67.707
LTU,1958,68.5558
LTU,1959,69.404
LTU,1960,70.289
LTU,1961,70.4642
LTU,1962,69.4382
LTU,1963,70.5679
LTU,1964,71.9352
LTU,1965,71.6943
LTU,1966,71.8729
LTU,1967,71.9572
LTU,1968,71.6307
LTU,1969,71.2263
LTU,1970,71.103
LTU,1971,72.0393
LTU,1972,71.3114
LTU,1973,71.6181
LTU,1974,71.5366
LTU,1975,71.1081
LTU,1976,71.2207
LTU,1977,71.0587
LTU,1978,70.854
LTU,1979,70.7146
LTU,1980,70.7006
LTU,1981,70.6866
LTU,1982,71.0645
LTU,1983,71.0154
LTU,1984,70.542
LTU,1985,70.7399
LTU,1986,72.3885
LTU,1987,72.2283
LTU,1988,72.0291
LTU,1989,71.6371
LTU,1990,71.3694
LTU,1991,70.5095
LTU,1992,70.3368
LTU,1993,68.9336
LTU,1994,68.5026
LTU,1995,69.0184
LTU,1996,70.1931
LTU,1997,71.0289
LTU,1998,71.3303
LTU,1999,71.7172
LTU,2000,72.1387
LTU,2001,71.7123
LTU,2002,71.8389
LTU,2003,72.0883
LTU,2004,72.0009
LTU,2005,71.2464
LTU,2006,70.9639
LTU,2007,70.6982
LTU,2008,71.6959
LTU,2009,72.8496
